122876.000 0.00235
123168.000 0.00733
123462.000 0.00807
123756.000 0.00721
124052.000 0.0072
124350.000 0.00603
124649.000 0.00452
124949.000 0.00441
125251.000 0.00598
125554.000 0.00487
125859.000 0.00713
126165.000 0.0123
126473.000 0.0164
126782.000 0.0259
127093.000 0.0322
127405.000 0.0386
127719.000 0.0519
128034.000 0.0757
128351.000 0.113
128670.000 0.177
128990.000 0.228
129311.000 0.276
129635.000 0.316
129960.000 0.39
130286.000 0.506
130614.000 0.649
130944.000 0.858
131276.000 1.05
131609.000 1.28
131944.000 1.49
132280.000 1.71
132619.000 1.89
132959.000 2
133300.000 2.09
133644.000 2.14
133989.000 2.13
134336.000 2.1
134685.000 2.14
135036.000 2.18
135389.000 2.26
135743.000 2.34
136099.000 2.55
136457.000 2.69
136817.000 2.78
137179.000 2.8
137543.000 2.85
137909.000 2.77
138277.000 2.76
138647.000 2.77
139018.000 2.81
139392.000 2.82
139768.000 2.85
140146.000 2.85
140525.000 2.84
140907.000 2.82
141291.000 2.79
141677.000 2.75
142065.000 2.75
142456.000 2.75
142848.000 2.77
143243.000 2.77
143640.000 2.78
144038.000 2.81
144440.000 2.82
144843.000 2.78
145249.000 2.81
145657.000 2.84
146067.000 2.87
146480.000 2.89
146895.000 2.93
147312.000 2.96
147732.000 2.94
148154.000 2.94
148578.000 2.91
149005.000 2.86
149435.000 2.77
149867.000 2.71
150301.000 2.65
150738.000 2.61
151177.000 2.56
151619.000 2.5
152064.000 2.45
152511.000 2.39
152961.000 2.35
153414.000 2.32
153869.000 2.28
154327.000 2.26
154787.000 2.25
155251.000 2.27
155717.000 2.36
156186.000 2.45
156658.000 2.51
157133.000 2.58
157610.000 2.67
158091.000 2.67
158574.000 2.64
159061.000 2.61
159550.000 2.59
160043.000 2.54
160538.000 2.49
161037.000 2.46
161538.000 2.41
162043.000 2.36
162551.000 2.32
163062.000 2.29
163577.000 2.28
164094.000 2.3
164615.000 2.32
165140.000 2.33
165667.000 2.33
166198.000 2.34
166733.000 2.34
167271.000 2.34
167812.000 2.32
168357.000 2.29
168905.000 2.28
169457.000 2.27
170013.000 2.26
170572.000 2.28
171135.000 2.33
171702.000 2.35
172272.000 2.31
172846.000 2.35
173424.000 2.42
174006.000 2.43
174592.000 2.49
175182.000 2.5
175776.000 2.5
176374.000 2.49
176975.000 2.38
177582.000 2.28
178192.000 2.24
178806.000 2.22
179425.000 2.23
180048.000 2.21
180675.000 2.18
181307.000 2.19
181943.000 2.24
182584.000 2.21
183229.000 2.19
183879.000 2.25
184533.000 2.21
185192.000 2.08
185856.000 1.88
186525.000 1.57
187198.000 1.18
187876.000 0.801
188559.000 0.5
189248.000 0.282
189941.000 0.166
190639.000 0.0965
191343.000 0.0602
192051.000 0.039
192765.000 0.0273
193485.000 0.0151
194209.000 0.00571
