7625.000000 1.69814e-05
7630.000000 2.05501e-05
7635.000000 2.61668e-05
7640.000000 3.16185e-05
7645.000000 3.9506e-05
7650.000000 4.34889e-05
7655.000000 5.00783e-05
7660.000000 5.59988e-05
7665.000000 6.18262e-05
7670.000000 6.79523e-05
7675.000000 7.10796e-05
7680.000000 7.77475e-05
7685.000000 8.04411e-05
7690.000000 8.40937e-05
7695.000000 8.75734e-05
7700.000000 8.96938e-05
7705.000000 9.19107e-05
7710.000000 9.52183e-05
7715.000000 9.75576e-05
7720.000000 9.90837e-05
7725.000000 0.00010103
7730.000000 0.000103734
7735.000000 0.00010677
7740.000000 0.000108591
7745.000000 0.000111678
7750.000000 0.000115456
7755.000000 0.000121228
7760.000000 0.0001286
7765.000000 0.000134796
7770.000000 0.000144406
7775.000000 0.000155303
7780.000000 0.000166275
7785.000000 0.000181013
7790.000000 0.000197268
7795.000000 0.000214943
7800.000000 0.00023677
7805.000000 0.000263593
7810.000000 0.000293943
7815.000000 0.000330178
7820.000000 0.000374056
7825.000000 0.000427303
7830.000000 0.000488604
7835.000000 0.000560331
7840.000000 0.000652545
7845.000000 0.000759035
7850.000000 0.000891153
7855.000000 0.0010515
7860.000000 0.00123511
7865.000000 0.00145873
7870.000000 0.00172742
7875.000000 0.00202529
7880.000000 0.00238115
7885.000000 0.00276188
7890.000000 0.00319043
7895.000000 0.00364912
7900.000000 0.00410819
7905.000000 0.00458476
7910.000000 0.00504961
7915.000000 0.00549651
7920.000000 0.005937
7925.000000 0.00635492
7930.000000 0.00674909
7935.000000 0.0071539
7940.000000 0.00754563
7945.000000 0.00795164
7950.000000 0.00837733
7955.000000 0.00883522
7960.000000 0.00931048
7965.000000 0.00982777
7970.000000 0.0104011
7975.000000 0.011015
7980.000000 0.0116854
7985.000000 0.0124081
7990.000000 0.0131765
7995.000000 0.0140239
8000.000000 0.0149536
8005.000000 0.0158823
8010.000000 0.016901
8015.000000 0.0179817
8020.000000 0.0190644
8025.000000 0.0202168
8030.000000 0.0213782
8035.000000 0.0225511
8040.000000 0.0237523
8045.000000 0.0248955
8050.000000 0.0259978
8055.000000 0.027072
8060.000000 0.027986
8065.000000 0.0288053
8070.000000 0.0294844
8075.000000 0.029978
8080.000000 0.0303088
8085.000000 0.0304813
8090.000000 0.030474
8095.000000 0.030327
8100.000000 0.030046
8105.000000 0.0296905
8110.000000 0.0292119
8115.000000 0.0287105
8120.000000 0.0281642
8125.000000 0.0276122
8130.000000 0.0271053
8135.000000 0.0266091
8140.000000 0.0261713
8145.000000 0.0258504
8150.000000 0.0255934
8155.000000 0.0254506
8160.000000 0.0254261
8165.000000 0.0254964
8170.000000 0.0256952
8175.000000 0.026059
8180.000000 0.0265053
8185.000000 0.0271016
8190.000000 0.027819
8195.000000 0.0286382
8200.000000 0.0296236
8205.000000 0.0306778
8210.000000 0.0318161
8215.000000 0.033112
8220.000000 0.0344193
8225.000000 0.0358384
8230.000000 0.0373555
8235.000000 0.038847
8240.000000 0.0404088
8245.000000 0.0419102
8250.000000 0.0433775
8255.000000 0.0448408
8260.000000 0.0461915
8265.000000 0.0474697
8270.000000 0.0486631
8275.000000 0.0497106
8280.000000 0.0506604
8285.000000 0.0514653
8290.000000 0.0521598
8295.000000 0.0527173
8300.000000 0.0531806
8305.000000 0.0535489
8310.000000 0.0537623
8315.000000 0.053898
8320.000000 0.0539674
8325.000000 0.0539324
8330.000000 0.0538243
8335.000000 0.0537163
8340.000000 0.0535619
8345.000000 0.0533423
8350.000000 0.0531547
8355.000000 0.0528819
8360.000000 0.0525527
8365.000000 0.0521429
8370.000000 0.0516463
8375.000000 0.0510246
8380.000000 0.0503192
8385.000000 0.0495344
8390.000000 0.0486149
8395.000000 0.0476532
8400.000000 0.0466294
8405.000000 0.0456686
8410.000000 0.0447706
8415.000000 0.0439099
8420.000000 0.0431775
8425.000000 0.0425071
8430.000000 0.0418563
8435.000000 0.0413109
8440.000000 0.0408245
8445.000000 0.0402371
8450.000000 0.0396452
8455.000000 0.0389602
8460.000000 0.0382231
8465.000000 0.0373565
8470.000000 0.0365244
8475.000000 0.0356664
8480.000000 0.0348107
8485.000000 0.0340624
8490.000000 0.0335126
8495.000000 0.0330555
8500.000000 0.0328089
8505.000000 0.0328178
8510.000000 0.0331103
8515.000000 0.0335987
8520.000000 0.0343452
8525.000000 0.0353104
8530.000000 0.0363927
8535.000000 0.0376477
8540.000000 0.0388745
8545.000000 0.0400569
8550.000000 0.0411498
8555.000000 0.0420452
8560.000000 0.0426359
8565.000000 0.0430129
8570.000000 0.043031
8575.000000 0.0428896
8580.000000 0.0426242
8585.000000 0.0422618
8590.000000 0.0419668
8595.000000 0.0417976
8600.000000 0.0417456
8605.000000 0.0419022
8610.000000 0.0423772
8615.000000 0.0431582
8620.000000 0.0439197
8625.000000 0.0450949
8630.000000 0.0465177
8635.000000 0.0479252
8640.000000 0.0494741
8645.000000 0.0509253
8650.000000 0.0523972
8655.000000 0.0537161
